Id,llm_author,llm_procedure,llm_tfeu_article,llm_primary_obligation,llm_status
32019R0818R(01),EP_Council,ordinary_legislative,16.0,obligation,ok
32020D1515,Council,other,,obligation,ok
32020D2053,Council,ordinary_legislative,311.0,obligation,ok
32020R0492,Commission_implementing,delegated_implementing,,obligation,ok
32020R0776R(01),Commission_implementing,delegated_implementing,,obligation,ok
32020R1044,Commission_delegated,delegated_implementing,,technical_standard,ok
32020R2093R(03),Council,ordinary_legislative,312.0,obligation,ok
32021D1038,Commission_other,other,,technical_standard,ok
32021R1018,Commission_implementing,delegated_implementing,,technical_standard,ok
32021R1349,Commission_delegated,delegated_implementing,,technical_standard,ok
32022D2441,Council,other,,other,ok
32022R0466,Commission_delegated,delegated_implementing,,technical_standard,ok
32022R2059,Commission_delegated,delegated_implementing,,technical_standard,ok
32023D0231,Council,other,,other,ok
32023D0810,Council,other,,obligation,ok
32023D2205,Council,other,,other,ok
32023D2505,Council,other,207.0,obligation,ok
32023D2700,Council,other,,other,ok
32023D2786,Council,other,,other,ok
32023D2921,Council,other,207.0,obligation,ok
32023R0363R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32023R2606,Commission_implementing,delegated_implementing,,technical_standard,ok
32023R2616,Commission_delegated,delegated_implementing,,obligation,ok
32024D1455,Council,other,,other,ok
32025D0208,Council,other,,obligation,ok
32025D0391,Council,other,,prohibition,ok
32025R0020R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32025R0395R(02),Council,other,215.0,prohibition,ok
62001CJ0338,Court,judgment,,judicial_ruling,ok
62004CJ0338,Court,judgment,,judicial_ruling,ok
62004CJ0393,Court,judgment,,judicial_ruling,ok
62004TJ0156,Court,judgment,,judicial_ruling,ok
62008CJ0169,Court,judgment,49.0,judicial_ruling,ok
62017TJ0332,Court,judgment,,judicial_ruling,ok
31994D0662,Commission_other,infringement,93.0,prohibition,ok
31996D0071,Commission_other,other,,technical_standard,ok
31996L0092,EP_Council,ordinary_legislative,,obligation,ok
31996R2223,Council,ordinary_legislative,213.0,technical_standard,ok
31997D0021,Commission_other,infringement,93.0,prohibition,ok
31997D0529,Commission_other,other,,technical_standard,ok
31997D0568,Commission_other,infringement,,obligation,ok
31998D0365,Commission_other,infringement,93.0,prohibition,ok
31998E0725,Council,other,,prohibition,ok
31999D0182,EP_Council,ordinary_legislative,130.0,obligation,ok
31999D0365,Commission_other,infringement,93.0,prohibition,ok
31999E0318,Council,other,,prohibition,ok
31999L0037R(01),Council,ordinary_legislative,75.0,obligation,ok
32001L0065,EP_Council,ordinary_legislative,44.0,obligation,ok
32002D0844,Commission_other,other,,technical_standard,ok
32002H0590,Commission_other,recommendation,211.0,recommendation,ok
32003E0805,Council,other,,recommendation,ok
32003L0048,Council,other,94.0,obligation,ok
32003L0098,EP_Council,ordinary_legislative,95.0,obligation,ok
32004D0168,Commission_other,infringement,88.0,prohibition,ok
32004D0197,Council,other,,other,ok
32004L0035,EP_Council,ordinary_legislative,175.0,obligation,ok
32004R2181,Other,other,,technical_standard,ok
32005R2111R(06),EP_Council,ordinary_legislative,80.0,obligation,ok
32006E0184,Council,other,,other,ok
32006F0783R(01),Council,other,,obligation,ok
32006R1924R(02),EP_Council,ordinary_legislative,95.0,obligation,ok
32007D0198,Council,other,,other,ok
32007D0215,Council,other,,other,ok
32007D0473,Council,other,207.0,other,ok
32008D0216,Council,other,80.0,obligation,ok
32009D0561,Commission_other,delegated_implementing,,technical_standard,ok
32009R0810R(06),EP_Council,ordinary_legislative,62.0,obligation,ok
32009R0987,EP_Council,ordinary_legislative,,obligation,ok
32009R1221R(01),EP_Council,ordinary_legislative,175.0,other,ok
32011D0072,Council,other,,prohibition,ok
32011D0251,Commission_implementing,delegated_implementing,,technical_standard,ok
32011D0344,Council,delegated_implementing,,obligation,ok
32012D0226,Commission_other,delegated_implementing,,technical_standard,ok
32013D0668,Council,other,,other,ok
32013L0016,Council,other,,technical_standard,ok
32013O0024,Other,other,,obligation,ok
32013R1074R(01),Other,other,,obligation,ok
32013R1271,Commission_delegated,delegated_implementing,,technical_standard,ok
32014D0110,Commission_other,infringement,,obligation,ok
32014D0164,Council,treaty,114.0,obligation,ok
32014R1011R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32015D1227,Commission_other,infringement,108.0,prohibition,ok
32015L0637R(01),Council,ordinary_legislative,23.0,obligation,ok
32015R0322,Council,other,,other,ok
32016D2082,Council,other,,obligation,ok
32016D2239,Council,other,,obligation,ok
32016L1164R(03),Council,ordinary_legislative,115.0,obligation,ok
32017D1474R(02),Commission_delegated,delegated_implementing,,technical_standard,ok
32017D2283,Council,other,,other,ok
32017R0587R(02),Commission_delegated,delegated_implementing,,technical_standard,ok
32018R0763,Commission_implementing,delegated_implementing,,technical_standard,ok
32018R1046,EP_Council,ordinary_legislative,322.0,obligation,ok
32018R1488,Council,ordinary_legislative,187.0,other,ok
32019D0134,Council,other,114.0,technical_standard,ok
32019D1560,Council,other,,obligation,ok
32019D1963,Commission_other,other,249.0,obligation,ok
32019D2191,Council,other,,other,ok
32019R0774R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32019R2017R(03),Commission_delegated,delegated_implementing,,technical_standard,ok
32020D1183,Commission_other,infringement,108.0,prohibition,ok
32020R0194R(03),Commission_implementing,delegated_implementing,,technical_standard,ok
32020R1732,Commission_delegated,delegated_implementing,,technical_standard,ok
32021D1196,Commission_implementing,delegated_implementing,,technical_standard,ok
32021D2137,Council,other,,other,ok
32022D2332,Council,ordinary_legislative,83.0,obligation,ok
32022R2474R(01),Council,other,215.0,prohibition,ok
32023D0269,Council,other,114.0,obligation,ok
32023D1518,Council,other,,other,ok
32023R0410,Commission_delegated,delegated_implementing,,obligation,ok
32024D0742,Council,delegated_implementing,,obligation,ok
32024D1663,Commission_implementing,delegated_implementing,,technical_standard,ok
32024D1983,Commission_implementing,delegated_implementing,,technical_standard,ok
32024R1469,Council,other,215.0,prohibition,ok
32024R2522,Commission_implementing,delegated_implementing,,technical_standard,ok
41994X1110,Council,other,,recommendation,ok
62004CJ0237,Court,judgment,107.0,judicial_ruling,ok
62008CJ0279,Court,judgment,107.0,judicial_ruling,ok
62008TJ0267,Court,judgment,,judicial_ruling,ok
62008TJ0443,Court,judgment,,judicial_ruling,ok
62008TO0571,Court,judgment,,judicial_ruling,ok
31985D0533R(01),Commission_other,other,,other,ok
31991D0001,Commission_other,infringement,93.0,prohibition,ok
31994D0896,Commission_other,infringement,85.0,prohibition,ok
31995R2988,Council,other,,obligation,ok
31996M0689,Commission_other,other,,other,ok
31996R2185R(01),Council,other,,obligation,ok
31997D0346,Commission_other,other,,technical_standard,ok
31997D0524R(01),Commission_other,other,,technical_standard,ok
31998D0415R(01),Council,other,105.0,obligation,ok
31998D0631,Commission_other,other,,obligation,ok
31998E0197,Council,other,,other,ok
31998L0026,EP_Council,ordinary_legislative,100.0,obligation,ok
31998L0070,EP_Council,ordinary_legislative,100.0,technical_standard,ok
31999L0093,EP_Council,ordinary_legislative,95.0,obligation,ok
32000L0031,EP_Council,ordinary_legislative,95.0,obligation,ok
32000R2548,Other,other,,obligation,ok
32001D0723,Commission_other,infringement,88.0,prohibition,ok
32001L0016,EP_Council,ordinary_legislative,156.0,technical_standard,ok
32001L0077,EP_Council,ordinary_legislative,175.0,obligation,ok
32001R0045,EP_Council,ordinary_legislative,286.0,obligation,ok
32001R0467,Council,other,,prohibition,ok
32002D0164,Commission_other,other,,other,ok
32002D0733,Commission_other,other,,technical_standard,ok
32003D0283,Commission_other,infringement,88.0,prohibition,ok
32003D0813,Commission_other,other,,other,ok
32003L0037,EP_Council,ordinary_legislative,95.0,technical_standard,ok
32003R1059,EP_Council,ordinary_legislative,285.0,technical_standard,ok
32003R1382,EP_Council,ordinary_legislative,71.0,other,ok
32004L0049,EP_Council,ordinary_legislative,91.0,obligation,ok
32004R0139R(07),Council,ordinary_legislative,,prohibition,ok
32005C0295,Commission_other,other,,other,ok
32005D0145,Commission_other,infringement,88.0,prohibition,ok
32005R1654,Commission_other,delegated_implementing,,technical_standard,ok
32006E0243,Council,other,,other,ok
32006E0623,Council,other,,other,ok
32006R0910,Commission_other,delegated_implementing,,prohibition,ok
32006R1692,EP_Council,ordinary_legislative,71.0,other,ok
32007D0125,Council,other,,other,ok
32007D0216,Council,other,,obligation,ok
32007L0060R(01),EP_Council,ordinary_legislative,175.0,obligation,ok
32007R0861R(03),EP_Council,ordinary_legislative,61.0,other,ok
32007R1371,EP_Council,ordinary_legislative,71.0,obligation,ok
32008D0626,EP_Council,ordinary_legislative,95.0,obligation,ok
32008F0977,Council,other,,obligation,ok
32008L0056,EP_Council,ordinary_legislative,175.0,obligation,ok
32008R0765R(03),EP_Council,ordinary_legislative,95.0,obligation,ok
32009D0320,Council,other,,other,ok
32009D0343,Commission_other,delegated_implementing,,technical_standard,ok
32009L0101,EP_Council,ordinary_legislative,44.0,obligation,ok
32009L0125R(02),EP_Council,ordinary_legislative,95.0,obligation,ok
32009L0148,EP_Council,ordinary_legislative,137.0,obligation,ok
32009R0596,EP_Council,ordinary_legislative,,other,ok
32010D0017R(01),Commission_other,delegated_implementing,,technical_standard,ok
32011R0454R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32012D0662,Council,other,,obligation,ok
32012R1203,Commission_implementing,delegated_implementing,,technical_standard,ok
32013D0255R(01),Council,other,,prohibition,ok
32013D0411,Council,other,100.0,technical_standard,ok
32013D0446,Council,other,,other,ok
32013D0693,Commission_other,infringement,108.0,prohibition,ok
32013R1159,Commission_delegated,delegated_implementing,,technical_standard,ok
32014D0119R(01),Council,other,,prohibition,ok
32014D0450,Council,other,,prohibition,ok
32014D0762,Commission_implementing,delegated_implementing,,technical_standard,ok
32014L0082,Commission_other,delegated_implementing,,technical_standard,ok
32014O0015,Other,other,,obligation,ok
32014R1042,Commission_delegated,delegated_implementing,,technical_standard,ok
32014R1301R(05),Commission_implementing,delegated_implementing,,technical_standard,ok
32015D0444,Commission_other,other,249.0,obligation,ok
32015D1321,Commission_other,infringement,108.0,prohibition,ok
32015D2008,Council,other,,other,ok
32015R1100R(01),Commission_implementing,delegated_implementing,,obligation,ok
32015R1975,Commission_implementing,delegated_implementing,,obligation,ok
32016D2042,Commission_other,other,108.0,prohibition,ok
32016R2067,Commission_other,delegated_implementing,,technical_standard,ok
32017R1151R(04),Commission_implementing,delegated_implementing,,technical_standard,ok
32018D0300,Commission_implementing,delegated_implementing,,technical_standard,ok
32018D1941,Council,other,,other,ok
32019D0115,Commission_other,infringement,108.0,prohibition,ok
32019R1111R(07),Council,ordinary_legislative,81.0,obligation,ok
32019R1689,Commission_delegated,delegated_implementing,,technical_standard,ok
32020D0135,Council,treaty,50.0,other,ok
32020D0348,Commission_other,other,108.0,prohibition,ok
32020L0284,Council,ordinary_legislative,113.0,obligation,ok
32021D0069,Commission_other,infringement,108.0,prohibition,ok
32021D1838,Council,other,,other,ok
32021D2034,Commission_other,infringement,108.0,prohibition,ok
32021R1880,Commission_implementing,delegated_implementing,,technical_standard,ok
32022D0597,Council,other,,other,ok
32022D1271,Council,other,,prohibition,ok
32022D1972,Council,other,,other,ok
32022R0345,Council,other,215.0,prohibition,ok
32022R1288,Commission_delegated,delegated_implementing,,technical_standard,ok
32022R1854,Council,other,122.0,obligation,ok
32022R1998R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32023D1217R(02),Council,other,,prohibition,ok
32023Q02511,Other,other,,obligation,ok
32023R1162,Commission_implementing,delegated_implementing,,technical_standard,ok
32023R1647,Commission_implementing,delegated_implementing,,obligation,ok
32024D1708,Council,other,48.0,obligation,ok
32024H02476,Council,recommendation,292.0,recommendation,ok
32024R0949,Commission_implementing,delegated_implementing,,obligation,ok
32024R1745,Council,other,215.0,prohibition,ok
32024R1988R(01),Other,other,,obligation,ok
32025D02998,Council,delegated_implementing,291.0,obligation,ok
32025D0394R(01),Council,other,,prohibition,ok
32025D0809,Council,other,,obligation,ok
32025R0414,Commission_delegated,delegated_implementing,,technical_standard,ok
62003CJ0446,Court,judgment,,judicial_ruling,ok
62004TJ0425,Court,judgment,107.0,judicial_ruling,ok
62005TJ0415,Court,judgment,,judicial_ruling,ok
62014TJ0423,Court,judgment,,judicial_ruling,ok
62016TJ0749,Court,judgment,,judicial_ruling,ok
31976L0207,Council,ordinary_legislative,,prohibition,ok
31984R1787,Council,other,,other,ok
31993D0049,Commission_other,infringement,85.0,prohibition,ok
31993S3632,Commission_other,other,,prohibition,ok
31994D0797,Commission_other,other,,technical_standard,ok
31994D0998,Council,treaty,,obligation,ok
31994R2965,Council,other,235.0,obligation,ok
31995M0618,Commission_other,other,,other,ok
31996L0053R(01),Council,ordinary_legislative,75.0,technical_standard,ok
31996M0683,Commission_other,other,,other,ok
31998D0632,Commission_other,other,,obligation,ok
31998L0061,EP_Council,ordinary_legislative,100.0,obligation,ok
31998R2866,Council,other,,technical_standard,ok
31999D0070,Council,other,,obligation,ok
31999D0573,Commission_other,infringement,81.0,prohibition,ok
31999L0002,EP_Council,ordinary_legislative,100.0,technical_standard,ok
32002L0049R(01),EP_Council,ordinary_legislative,175.0,obligation,ok
32002R2195,EP_Council,ordinary_legislative,95.0,technical_standard,ok
32003L0096R(08),Council,ordinary_legislative,93.0,obligation,ok
32003R1745,Other,other,,obligation,ok
32004D0033,Commission_other,infringement,82.0,prohibition,ok
32004D0138,Commission_other,infringement,81.0,prohibition,ok
32004E0570,Council,other,,other,ok
32004L0039,EP_Council,ordinary_legislative,47.0,obligation,ok
32004L0054R(02),EP_Council,ordinary_legislative,71.0,technical_standard,ok
32005D0456,EP_Council,ordinary_legislative,157.0,obligation,ok
32005D0928,Commission_other,other,,technical_standard,ok
32005E0889,Council,other,,other,ok
32006H0952,EP_Council,recommendation,157.0,recommendation,ok
32006L0112R(20),Council,ordinary_legislative,93.0,obligation,ok
32006R0602,Commission_other,delegated_implementing,,technical_standard,ok
32007D0256,Commission_other,infringement,88.0,prohibition,ok
32007D0480,Commission_other,infringement,,judicial_ruling,ok
32008D0145,Commission_other,infringement,88.0,prohibition,ok
32008D0149,Council,treaty,,other,ok
32008D0263,Commission_other,infringement,88.0,prohibition,ok
32008L0118,Council,ordinary_legislative,93.0,obligation,ok
32008R0300R(04),EP_Council,ordinary_legislative,80.0,obligation,ok
32009D0117,Council,other,80.0,obligation,ok
32009D0407,EP_Council,ordinary_legislative,,other,ok
32009D0765,Commission_other,other,,other,ok
32009L0030R(02),EP_Council,ordinary_legislative,95.0,technical_standard,ok
32009R0401R(01),EP_Council,ordinary_legislative,175.0,other,ok
32010R0904R(04),Council,other,113.0,obligation,ok
32011D0275,Commission_other,delegated_implementing,,technical_standard,ok
32011L0070R(01),Council,other,,obligation,ok
32011L0099,EP_Council,ordinary_legislative,82.0,obligation,ok
32011R0282R(02),Council,delegated_implementing,,obligation,ok
32012D0274,Commission_implementing,delegated_implementing,,technical_standard,ok
32012R0827R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32013R0153R(03),Commission_delegated,delegated_implementing,,technical_standard,ok
32013R0409,Commission_implementing,delegated_implementing,,technical_standard,ok
32014D0145R(05),Council,other,,prohibition,ok
32014D0249,Commission_implementing,delegated_implementing,,technical_standard,ok
32014D0287R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32014R0269R(03),Council,other,215.0,prohibition,ok
32014R0452R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32014R0463,Commission_implementing,delegated_implementing,,technical_standard,ok
32014R0680,Commission_implementing,delegated_implementing,,technical_standard,ok
32014R1382,Commission_delegated,delegated_implementing,,obligation,ok
32015D2309,Council,other,,obligation,ok
32015O0044,Other,other,,obligation,ok
32015R0378,Commission_implementing,delegated_implementing,,technical_standard,ok
32016R0467R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32016R0908R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32016R1185R(03),Commission_implementing,delegated_implementing,,technical_standard,ok
32017R0969,Commission_implementing,delegated_implementing,,obligation,ok
32017R1939R(02),Council,ordinary_legislative,86.0,obligation,ok
32018R1467,Commission_delegated,delegated_implementing,,obligation,ok
32018R1602,Commission_implementing,delegated_implementing,,technical_standard,ok
32019D1202,Commission_implementing,delegated_implementing,,technical_standard,ok
32019D1912,Council,other,100.0,other,ok
32019L1995,Council,ordinary_legislative,113.0,obligation,ok
32019R2026R(02),Council,delegated_implementing,397.0,obligation,ok
32020D0472R(01),Council,other,,obligation,ok
32020D2253R(01),Council,treaty,,other,ok
32020H1307,Commission_other,recommendation,292.0,recommendation,ok
32020R0256R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32020R0445,Commission_delegated,delegated_implementing,,technical_standard,ok
32020R0469R(02),Commission_implementing,delegated_implementing,,technical_standard,ok
32020R1019,Commission_implementing,delegated_implementing,,technical_standard,ok
32020R1227,Commission_implementing,delegated_implementing,,technical_standard,ok
32021D0553,Commission_implementing,delegated_implementing,,obligation,ok
32021D0764R(01),Council,ordinary_legislative,182.0,obligation,ok
32021D1012,Council,other,,other,ok
32021D1737R(01),Council,other,172.0,obligation,ok
32021D1822,Council,delegated_implementing,,obligation,ok
32021R0447,Commission_implementing,delegated_implementing,,technical_standard,ok
32021R0664R(02),Commission_implementing,delegated_implementing,,technical_standard,ok
32021R0776R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32021R1057,EP_Council,ordinary_legislative,46.0,obligation,ok
32022D2574,Council,other,218.0,obligation,ok
32022R0229R(01),Commission_delegated,delegated_implementing,,obligation,ok
32022R0355,Council,other,215.0,prohibition,ok
32022R2577,Council,other,122.0,obligation,ok
32023D0310,Council,other,48.0,obligation,ok
32023D1228,Commission_implementing,delegated_implementing,,other,ok
32023D1229,Commission_other,other,108.0,prohibition,ok
32023D2686R(01),Council,other,,prohibition,ok
32023R1594R(01),Council,other,215.0,prohibition,ok
32023R1773R(01),Commission_implementing,delegated_implementing,,obligation,ok
32023R2364R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32024D0560,Commission_other,delegated_implementing,,obligation,ok
32024D1470,Council,other,,prohibition,ok
32024D3182,Council,other,29.0,prohibition,ok
32024R1041,Commission_delegated,delegated_implementing,,technical_standard,ok
32024R1107,Commission_delegated,delegated_implementing,,technical_standard,ok
32024R1485,Council,other,215.0,prohibition,ok
32024R2465,Commission_implementing,delegated_implementing,215.0,obligation,ok
32024R2979R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32025D1016,Commission_other,delegated_implementing,,obligation,ok
32025R0305,Commission_delegated,delegated_implementing,,technical_standard,ok
32025R0398R(01),Council,other,215.0,prohibition,ok
62007CJ0202,Court,judgment,102.0,judicial_ruling,ok
62009TJ0528,Court,judgment,,judicial_ruling,ok
31992H0382,Council,recommendation,,recommendation,ok
31995H0144,Council,recommendation,235.0,recommendation,ok
31995L0046,EP_Council,ordinary_legislative,100.0,obligation,ok
31995M0570,Commission_other,other,,other,ok
31996D1692,EP_Council,ordinary_legislative,,other,ok
31997L0067R(01),EP_Council,ordinary_legislative,100.0,obligation,ok
31999D0352,Commission_other,other,162.0,obligation,ok
32000L0014,EP_Council,ordinary_legislative,95.0,technical_standard,ok
32000R1980,EP_Council,ordinary_legislative,175.0,other,ok
32000R2887,EP_Council,ordinary_legislative,95.0,obligation,ok
32001E0931,Council,other,,obligation,ok
32001L0034,EP_Council,ordinary_legislative,44.0,obligation,ok
32001L0083R(01),EP_Council,ordinary_legislative,95.0,obligation,ok
32002F0584R(05),Council,other,,obligation,ok
32002L0091,EP_Council,ordinary_legislative,175.0,obligation,ok
32003E0468,Council,other,,obligation,ok
32003H0311,Commission_other,recommendation,,recommendation,ok
32003L0033R(01),EP_Council,ordinary_legislative,95.0,prohibition,ok
32003L0055,EP_Council,ordinary_legislative,95.0,obligation,ok
32003R1228,EP_Council,ordinary_legislative,95.0,obligation,ok
32003R2273,Commission_implementing,delegated_implementing,,technical_standard,ok
32004L0109R(01),EP_Council,ordinary_legislative,95.0,obligation,ok
32004R0725R(02),EP_Council,ordinary_legislative,80.0,obligation,ok
32004R0881,EP_Council,ordinary_legislative,91.0,obligation,ok
32005L0029R(03),EP_Council,ordinary_legislative,95.0,prohibition,ok
32006E0242,Council,other,15.0,other,ok
32006L0126R(01),EP_Council,ordinary_legislative,71.0,obligation,ok
32006R1287R(01),Commission_implementing,delegated_implementing,,obligation,ok
32006R1987,EP_Council,ordinary_legislative,,obligation,ok
32007L0002,EP_Council,ordinary_legislative,175.0,obligation,ok
32007O0009,Other,other,,obligation,ok
32008D0049,Commission_other,other,,technical_standard,ok
32008D0191,Council,treaty,80.0,obligation,ok
32008D0262R(01),Council,treaty,,other,ok
32008D0386,Commission_other,delegated_implementing,,technical_standard,ok
32008L0001,EP_Council,ordinary_legislative,175.0,obligation,ok
32008L0048R(08),EP_Council,ordinary_legislative,95.0,obligation,ok
32008L0068,EP_Council,ordinary_legislative,71.0,technical_standard,ok
32008L0098R(03),EP_Council,ordinary_legislative,175.0,obligation,ok
32008R0767R(04),EP_Council,ordinary_legislative,62.0,obligation,ok
32008R1137R(02),EP_Council,ordinary_legislative,,other,ok
32009D0766,Commission_other,delegated_implementing,,technical_standard,ok
32009L0031R(02),EP_Council,ordinary_legislative,175.0,obligation,ok
32009L0136,EP_Council,ordinary_legislative,95.0,obligation,ok
32009L0147R(01),EP_Council,ordinary_legislative,175.0,obligation,ok
32009R0004R(06),Council,ordinary_legislative,61.0,obligation,ok
32009R0428R(04),Council,ordinary_legislative,133.0,obligation,ok
32009R0560,Commission_other,delegated_implementing,,technical_standard,ok
32009R1073R(01),EP_Council,ordinary_legislative,71.0,obligation,ok
32010D0427,Council,other,,obligation,ok
32010R0036R(06),Commission_implementing,delegated_implementing,,technical_standard,ok
32010R0407,Council,other,122.0,other,ok
32011D0765,Commission_other,delegated_implementing,,technical_standard,ok
32011L0016,Council,ordinary_legislative,115.0,obligation,ok
32011R0620,Commission_implementing,delegated_implementing,,technical_standard,ok
32012R0267R(07),Council,other,215.0,prohibition,ok
32012R0295,Commission_implementing,delegated_implementing,,prohibition,ok
32012R0918,Commission_delegated,delegated_implementing,,technical_standard,ok
32013D0755,Council,other,203.0,other,ok
32013R0149R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32013R0215,Council,delegated_implementing,,obligation,ok
32013R0646,Commission_implementing,delegated_implementing,,prohibition,ok
32013R0885,Commission_delegated,delegated_implementing,,technical_standard,ok
32013R0886R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32013R1311R(04),Council,ordinary_legislative,312.0,obligation,ok
32014D0115,Council,treaty,207.0,obligation,ok
32014R0241R(02),Commission_delegated,delegated_implementing,,technical_standard,ok
32014R0368,Commission_implementing,delegated_implementing,,prohibition,ok
32014R0833,Council,other,215.0,prohibition,ok
32014R1321R(03),Commission_other,delegated_implementing,,technical_standard,ok
32014R1374,Other,other,,obligation,ok
32015R1589R(02),Council,other,109.0,obligation,ok
32015R1974,Commission_implementing,delegated_implementing,,obligation,ok
32016R0101R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32016R0172,Commission_delegated,delegated_implementing,,technical_standard,ok
32016R1055,Commission_implementing,delegated_implementing,,technical_standard,ok
32016R1103R(04),Council,ordinary_legislative,81.0,obligation,ok
32016R1447R(01),Commission_other,delegated_implementing,,technical_standard,ok
32017D0971R(01),Council,other,,obligation,ok
32017D1908R(01),Council,other,,obligation,ok
32017R0215,Commission_delegated,delegated_implementing,,prohibition,ok
32017R0366,Commission_implementing,delegated_implementing,,obligation,ok
32017R0373R(05),Commission_implementing,delegated_implementing,,technical_standard,ok
32018D1247,Council,other,,other,ok
32018D1249,Council,other,,other,ok
32018R0105,Commission_delegated,delegated_implementing,,obligation,ok
32018R0762R(02),Commission_delegated,delegated_implementing,,technical_standard,ok
32019R0945R(04),Commission_delegated,delegated_implementing,,technical_standard,ok
32019R0947R(07),Commission_implementing,delegated_implementing,,technical_standard,ok
32019R1163R(01),Commission_implementing,delegated_implementing,215.0,technical_standard,ok
32019R1693,Commission_implementing,delegated_implementing,,obligation,ok
32020D0167,Commission_implementing,delegated_implementing,,technical_standard,ok
32020H1563,Commission_other,recommendation,194.0,recommendation,ok
32020R0877,Commission_delegated,delegated_implementing,,technical_standard,ok
32020R1225R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32020R2254R(01),Commission_implementing,delegated_implementing,66.0,technical_standard,ok
32021D0826,Commission_other,other,,obligation,ok
32021D2111,Council,other,43.0,obligation,ok
32021D2293,Council,other,,obligation,ok
32021L0514R(02),Council,ordinary_legislative,115.0,obligation,ok
32021R2325R(02),Commission_implementing,delegated_implementing,,technical_standard,ok
32022D0567,Council,other,,other,ok
32022D2245,Council,other,,other,ok
32022R0334R(02),Council,other,215.0,prohibition,ok
32022R0879R(03),Council,other,215.0,prohibition,ok
32022R1994,Commission_implementing,delegated_implementing,,technical_standard,ok
32023D0387,Council,other,,obligation,ok
32023D0829,Commission_other,delegated_implementing,,obligation,ok
32023D2064,Council,other,,obligation,ok
32023D2879R(01),Commission_implementing,delegated_implementing,,technical_standard,ok
32023H00994,Council,recommendation,,recommendation,ok
32023R0137R(05),Commission_delegated,delegated_implementing,,technical_standard,ok
32023R0444R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32023R1123,Commission_implementing,delegated_implementing,,obligation,ok
32023R1176,Commission_delegated,delegated_implementing,,technical_standard,ok
32023R1214R(06),Council,other,215.0,prohibition,ok
32023R1215,Council,other,215.0,prohibition,ok
32023R1694,Commission_implementing,delegated_implementing,,technical_standard,ok
32023R2381,Commission_implementing,delegated_implementing,,technical_standard,ok
32023R2441,Commission_implementing,delegated_implementing,,obligation,ok
32023R2639,Commission_delegated,delegated_implementing,,technical_standard,ok
32023R2830R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32024D02348,Commission_other,delegated_implementing,,other,ok
32024D1354,Council,other,,other,ok
32024D1738,Council,other,,prohibition,ok
32024D3184,Council,other,,obligation,ok
32024R0287,Council,other,215.0,prohibition,ok
32024R0386,Council,other,215.0,prohibition,ok
32024R0795R(01),EP_Council,ordinary_legislative,173.0,obligation,ok
32024R1364,Commission_delegated,delegated_implementing,,technical_standard,ok
32024R1408R(01),Commission_delegated,delegated_implementing,,technical_standard,ok
32024R1865R(02),Council,other,215.0,prohibition,ok
32024R2510,Commission_delegated,delegated_implementing,,technical_standard,ok
32024R2547,Commission_delegated,delegated_implementing,,obligation,ok
32025D0062,Commission_other,other,108.0,prohibition,ok
32025D0264,Commission_implementing,delegated_implementing,,obligation,ok
32025D0646,Council,other,,other,ok
32025D0686,Council,other,,obligation,ok
32025R0114,Commission_implementing,delegated_implementing,,obligation,ok
32025R0206,Council,delegated_implementing,,prohibition,ok
62006CJ0494,Court,judgment,107.0,judicial_ruling,ok
62006TJ0231,Court,judgment,107.0,judicial_ruling,ok
31958R0001R(04),Council,other,217.0,obligation,ok
31995L0062,EP_Council,ordinary_legislative,100.0,obligation,ok
31996D0454,Commission_other,infringement,85.0,prohibition,ok
31997D0525R(01),Commission_other,other,,technical_standard,ok
31997L0013,EP_Council,ordinary_legislative,100.0,obligation,ok
31997L0066,EP_Council,ordinary_legislative,100.0,obligation,ok
31997R1466,Council,other,103.0,obligation,ok
31999D0437,Council,other,,other,ok
31999H0519R(01),Council,recommendation,152.0,recommendation,ok
31999L0031R(08),Council,ordinary_legislative,,obligation,ok
31999R1265,Council,other,,technical_standard,ok
32000D0354,Council,other,207.0,other,ok
32000L0059,EP_Council,ordinary_legislative,80.0,obligation,ok
32000L0060R(01),EP_Council,ordinary_legislative,175.0,obligation,ok
32000L0078R(04),Council,ordinary_legislative,13.0,prohibition,ok
32001D0470,Council,ordinary_legislative,,other,ok
